"Ad set name",Age,Gender,"Ad name","Campaign name",Day,"Delivery status","Delivery level","Ad set name","Amount spent (USD)","Result Type","Cost per result","CPM (cost per 1,000 impressions)",Reach,"hook rate","hold rate","Video average play time","CTR (link click-through rate)","Link clicks","CPC (cost per link click)","Adds to cart","Website adds to cart","Cost per add to cart","Checkouts initiated","Website checkouts initiated","Cost per checkout initiated",Purchases,"Website purchases","Cost per purchase","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on advertising spend)",Frequency,"Reporting starts","Reporting ends"
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-09,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.08,,,80,1,0,,3,,,,,,,,,,,,,,,1,2025-08-09,2025-08-09
"RLT | 1-2 | Broad | PDP | Jul 25",45-54,female,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.01,,,5,2,0,,1,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.05,,,25,2,0,,1,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.01,,,10,1,0,,,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.11,,,110,1,0,,,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 1-2 | Broad | PDP | Jul 25",45-54,female,12-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-26,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.17,,,170,1,1,0,3,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 1-2 | Broad | PDP | Jul 25",65+,female,12-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-26,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.09,,,45,2,0.5,0,8,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 1-2 | Broad | PDP | Jul 25",65+,male,12-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-26,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.01,,,10,1,0,,2,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 3-6 | Broad | PDP | Jul 25",55-64,female,36-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.13,,,43.33333333,3,0.33333333,0,2,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 1-2 | Broad | PDP | Jul 25",55-64,female,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.24,,,120,2,0.5,1,9,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 1-2 | Broad | PDP | Jul 25",45-54,male,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 3-6 | Broad | PDP | Jul 25",65+,female,36-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-26,not_delivering,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.15,,,75,1,0.5,1,20,50,1,0.15,,,,,,,,,,,,2,2025-07-26,2025-07-26
"RLT | 3-6 | Broad | PDP | Jul 25",65+,female,36-h1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0,,,0,2,0,,,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.09,,,45,2,1,0.5,19,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 3-6 | Broad | PDP | Jul 25",65+,female,36-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 3-6 | Broad | PDP | Jul 25",55-64,female,36-h2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,not_delivering,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.17,,,170,1,1,0,6,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 3-6 | Broad | PDP | Jul 25",65+,female,36-h2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,not_delivering,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.34,,,170,2,0.5,0,8,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.1,,,100,1,0,,3,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 1-2 | Broad | PDP | Jul 25",35-44,female,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.05,,,50,1,0,,2,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.04,,,40,1,1,1,32,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.06,,,30,2,0.5,1,10,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",4.27,,,76.25,44,0.48214286,0.37037037,10,7.14285714,4,1.0675,,,,,,,,,,,,1.27272727,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.43,,,71.66666667,6,0.33333333,0,2,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.64,,,126.15384615,12,0.38461538,0.2,8,7.69230769,1,1.64,,,,,,,,,,,,1.08333333,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.99,,,104.73684211,17,0.42105263,0.375,15,5.26315789,1,1.99,,,,,,,,,,,,1.11764706,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.08,,,80,1,0,,1,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.01,,,10,1,0,,,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.7,,,180,15,0.73333333,0.18181818,12,13.33333333,2,1.35,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.08,,,80,1,1,0,7,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.88,,,62.60869565,43,0.5,0.39130435,10,6.52173913,3,0.96,,,,,,,,,,,,1.06976744,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.3,"Website purchases",0.3,60,4,0.6,0.33333333,14,20,1,0.3,1,1,0.3,2,2,0.15,1,1,0.3,299.96666667,299.96666667,1.25,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.12,,,60,2,0.5,1,30,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.06,,,60,1,1,1,22,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",5.94,"Website purchases",5.94,152.30769231,36,0.74358974,0.34482759,15,10.25641026,4,1.485,7,7,0.84857143,3,3,1.98,1,1,5.94,25.85690236,25.85690236,1.08333333,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",3.62,,,181,19,0.55,0.36363636,11,10,2,1.81,,,,,,,,,,,,1.05263158,2025-07-26,2025-07-26
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-26,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.03,,,30,1,0,,,,,,,,,,,,,,,,,1,2025-07-26,2025-07-26
"RLT | 1-2 | Broad | PDP | Jul 25",55-64,male,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.14,,,70,2,0,,1,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",55-64,female,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.77,,,110,6,0.42857143,0,3,,,,,,,,,,,,,,,1.16666667,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",45-54,female,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.37,,,61.66666667,6,0.5,0,5,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",65+,female,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",1.06,,,58.88888889,18,0.27777778,0.8,44,5.55555556,1,1.06,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",35-44,female,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.1,,,33.33333333,3,0,,1,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",35-44,female,12-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.04,,,20,2,0,,2,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",45-54,female,12-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.3,,,42.85714286,7,0.14285714,1,14,14.28571429,1,0.3,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",55-64,female,12-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",1.05,,,80.76923077,13,0.38461538,0.4,7,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",65+,male,12-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0,,,0,2,0,,0,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",65+,female,12-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",2.15,,,126.47058824,17,0.47058824,0.25,9,5.88235294,1,2.15,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",45-54,female,12-h1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.01,,,10,1,0,,3,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",65+,female,12-h2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",2.05,,,683.33333333,3,0.33333333,1,75,33.33333333,1,2.05,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",45-54,male,12-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.01,,,10,1,0,,,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",55-64,female,36-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.34,,,340,1,1,0,5,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",55-64,female,12-h2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.24,,,120,2,0,,2,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",45-54,female,12-h2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.06,,,60,1,0,,1,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",55-64,female,36-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.03,,,30,1,1,1,21,100,1,0.03,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",65+,female,36-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.01,,,3.33333333,3,0,,1,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",65+,male,36-h3,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",55-64,female,36-h1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.03,,,30,1,1,0,6,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",65+,female,36-h1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.01,,,1.42857143,7,0,,,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",45-54,female,36-h1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",35-44,female,36-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.17,,,85,2,1,1,175,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",55-64,male,36-h4,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0,,,0,2,0,,,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",65+,female,36-h2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 3-6 | Broad | PDP | Jul 25",1.82,,,165.45454545,11,0.54545455,0.16666667,5,9.09090909,1,1.82,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",45-54,female,36-h2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 3-6 | Broad | PDP | Jul 25",0.43,,,107.5,3,0.25,1,6,,,,,,,,,,,,,,,1.33333333,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",55-64,female,12-h1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.26,,,130,2,0.5,0,7,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 1-2 | Broad | PDP | Jul 25",65+,female,12-h1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 1-2 | Broad | PDP | Jul 25",0.02,,,10,2,0.5,1,37,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | 3-6 | Broad | PDP | Jul 25",55-64,female,36-h2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,not_delivering,ad,"RLT | 3-6 | Broad | PDP | Jul 25",1.93,,,101.57894737,16,0.31578947,0.16666667,3,,,,,,,,,,,,,,,1.1875,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0,,,0,2,0,,,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.06,,,20,3,0.66666667,0,4,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",5.56,,,191.72413793,27,0.44827586,0.30769231,10,3.44827586,1,5.56,,,,,,,,,,,,1.07407407,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.36,"Website purchases",0.36,72,5,0.2,1,20,20,1,0.36,4,4,0.09,2,2,0.18,1,1,0.36,426.63888889,426.63888889,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.37,,,60.76923077,35,0.41025641,0.5,16,7.69230769,3,0.79,,,,,,,,,,,,1.11428571,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.33,,,41.25,7,0.25,0.5,15,12.5,1,0.33,,,,,,,,,,,,1.14285714,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.12,,,40,3,0,,1,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.02,,,20,1,1,0,2,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",3.15,,,121.15384615,23,0.38461538,0.3,11,,,,,,,,,,,,,,,1.13043478,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.04,,,20,2,0,,2,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,unknown,re2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.05,,,10,5,0,,2,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.02,,,288.57142857,6,0.71428571,0.2,14,,,,,,,,,,,,,,,1.16666667,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.13,,,14.44444444,9,0.33333333,0.33333333,9,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.8,,,133.33333333,6,0.5,0.33333333,11,16.66666667,1,0.8,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0,,,0,1,0,,,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",5.2,,,110.63829787,41,0.61702128,0.4137931,13,4.25531915,2,2.6,,,,,,,,,,,,1.14634146,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.11,,,13.75,5,0.375,0,6,,,,,,,,,,,,,,,1.6,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",8.14,,,135.66666667,57,0.65,0.41025641,18,10,6,1.35666667,1,1,8.14,,,,,,,,,1.05263158,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",8.42,,,147.71929825,49,0.56140351,0.34375,21,12.28070175,7,1.20285714,5,5,1.684,,,,,,,,,1.16326531,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2.55,,,127.5,18,0.5,0.5,26,,,,,,,,,,,,,,,1.11111111,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0,,,0,1,1,0,14,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.7,,,233.33333333,2,0.66666667,0.5,11,,,,,,,,,,,,,,,1.5,2025-07-25,2025-07-25
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-25,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.04,,,40,1,0,,1,,,,,,,,,,,,,,,1,2025-07-25,2025-07-25
